game,sex,type,name,average9
gpf2017,Men,FS,Adam RIPPON,2.333
gpf2017,Men,FS,Jason BROWN,0
gpf2017,Men,FS,Jason BROWN,-3
gpf2017,Men,FS,Jason BROWN,2.889
gpf2017,Men,FS,Jason BROWN,1.333
gpf2017,Men,FS,Jason BROWN,2.444
gpf2017,Men,FS,Jason BROWN,-0.333
gpf2017,Men,FS,Jason BROWN,1.889
gpf2017,Men,FS,Jason BROWN,1.333
gpf2017,Men,FS,Jason BROWN,2.889
gpf2017,Men,FS,Jason BROWN,0.556
gpf2017,Men,FS,Jason BROWN,1
gpf2017,Men,FS,Jason BROWN,0.889
gpf2017,Men,FS,Jason BROWN,2.333
gpf2017,Men,SP,Nathan CHEN,0.111
gpf2017,Men,SP,Nathan CHEN,1.333
gpf2017,Men,SP,Nathan CHEN,0.778
gpf2017,Men,SP,Nathan CHEN,-0.667
gpf2017,Men,SP,Nathan CHEN,0.667
gpf2017,Men,SP,Nathan CHEN,2.889
gpf2017,Men,SP,Nathan CHEN,1.778
gpf2017,Men,SP,Shoma UNO,1.556
gpf2017,Men,SP,Shoma UNO,1.889
gpf2017,Men,SP,Shoma UNO,2.556
gpf2017,Men,SP,Shoma UNO,2
gpf2017,Men,SP,Shoma UNO,-2.556
gpf2017,Men,SP,Shoma UNO,2
gpf2017,Men,SP,Shoma UNO,2
gpf2017,Men,SP,Mikhail KOLYADA,-2.778
gpf2017,Men,SP,Mikhail KOLYADA,2
gpf2017,Men,SP,Mikhail KOLYADA,1.778
gpf2017,Men,SP,Mikhail KOLYADA,1.778
gpf2017,Men,SP,Mikhail KOLYADA,2.222
gpf2017,Men,SP,Mikhail KOLYADA,1.667
gpf2017,Men,SP,Mikhail KOLYADA,2.111
gpf2017,Men,SP,Jason BROWN,1.333
gpf2017,Men,SP,Jason BROWN,-1.111
gpf2017,Men,SP,Jason BROWN,2.333
gpf2017,Men,SP,Jason BROWN,2.111
gpf2017,Men,SP,Jason BROWN,1.556
gpf2017,Men,SP,Jason BROWN,2.444
gpf2017,Men,SP,Jason BROWN,1.889
gpf2017,Men,SP,Sergei VORONOV,1.556
gpf2017,Men,SP,Sergei VORONOV,-0.444
gpf2017,Men,SP,Sergei VORONOV,1
gpf2017,Men,SP,Sergei VORONOV,-2
gpf2017,Men,SP,Sergei VORONOV,1.667
gpf2017,Men,SP,Sergei VORONOV,1.667
gpf2017,Men,SP,Sergei VORONOV,1.667
gpf2017,Men,SP,Adam RIPPON,1.556
gpf2017,Men,SP,Adam RIPPON,1.333
gpf2017,Men,SP,Adam RIPPON,2.222
gpf2017,Men,SP,Adam RIPPON,-1.333
gpf2017,Men,SP,Adam RIPPON,2
gpf2017,Men,SP,Adam RIPPON,2.333
gpf2017,Men,SP,Adam RIPPON,2.444
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,-2.889
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,-1.889
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,1.333
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2.444
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,1.556
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,0.889
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,1
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2.333
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2.111
jpn2017,Ladies,FS,Evgenia MEDVEDEVA,2.778
jpn2017,Ladies,FS,Polina TSURSKAYA,1.889
jpn2017,Ladies,FS,Polina TSURSKAYA,1.889
jpn2017,Ladies,FS,Polina TSURSKAYA,1.111
jpn2017,Ladies,FS,Polina TSURSKAYA,1.667
jpn2017,Ladies,FS,Polina TSURSKAYA,1.333
jpn2017,Ladies,FS,Polina TSURSKAYA,1.111
jpn2017,Ladies,FS,Polina TSURSKAYA,1.667
jpn2017,Ladies,FS,Polina TSURSKAYA,0.889
jpn2017,Ladies,FS,Polina TSURSKAYA,1.556
jpn2017,Ladies,FS,Polina TSURSKAYA,1.333
jpn2017,Ladies,FS,Polina TSURSKAYA,1.778
jpn2017,Ladies,FS,Polina TSURSKAYA,1.556
jpn2017,Ladies,FS,Nicole RAJICOVA,-0.889
jpn2017,Ladies,FS,Nicole RAJICOVA,0.778
jpn2017,Ladies,FS,Nicole RAJICOVA,-1.778
jpn2017,Ladies,FS,Nicole RAJICOVA,1.222
jpn2017,Ladies,FS,Nicole RAJICOVA,1.222
jpn2017,Ladies,FS,Nicole RAJICOVA,-0.111
jpn2017,Ladies,FS,Nicole RAJICOVA,-1
jpn2017,Ladies,FS,Nicole RAJICOVA,0.444
jpn2017,Ladies,FS,Nicole RAJICOVA,0.889
jpn2017,Ladies,FS,Nicole RAJICOVA,-1
jpn2017,Ladies,FS,Nicole RAJICOVA,1.556
jpn2017,Ladies,FS,Nicole RAJICOVA,0.778
jpn2017,Ladies,FS,Soyoun PARK,-1.111
jpn2017,Ladies,FS,Soyoun PARK,0.222
jpn2017,Ladies,FS,Soyoun PARK,0.222
jpn2017,Ladies,FS,Soyoun PARK,0.556
jpn2017,Ladies,FS,Soyoun PARK,99
jpn2017,Ladies,FS,Soyoun PARK,-1
jpn2017,Ladies,FS,Soyoun PARK,-3
jpn2017,Ladies,FS,Soyoun PARK,-0.667
jpn2017,Ladies,FS,Soyoun PARK,0
jpn2017,Ladies,FS,Soyoun PARK,0.667
jpn2017,Ladies,FS,Soyoun PARK,0.889
jpn2017,Ladies,FS,Soyoun PARK,0.778
jpn2017,Ladies,FS,Carolina KOSTNER,1.778
jpn2017,Ladies,FS,Carolina KOSTNER,2.333
jpn2017,Ladies,FS,Carolina KOSTNER,2.111
jpn2017,Ladies,FS,Carolina KOSTNER,2
jpn2017,Ladies,FS,Carolina KOSTNER,2
jpn2017,Ladies,FS,Carolina KOSTNER,0.444
jpn2017,Ladies,FS,Carolina KOSTNER,-2.889
jpn2017,Ladies,FS,Carolina KOSTNER,1.444
jpn2017,Ladies,FS,Carolina KOSTNER,1.111
jpn2017,Ladies,FS,Carolina KOSTNER,2.667
jpn2017,Ladies,FS,Carolina KOSTNER,2.889
jpn2017,Ladies,FS,Carolina KOSTNER,2.333
jpn2017,Ladies,FS,Mirai NAGASU,-2.222
jpn2017,Ladies,FS,Mirai NAGASU,1
jpn2017,Ladies,FS,Mirai NAGASU,1
jpn2017,Ladies,FS,Mirai NAGASU,1.778
jpn2017,Ladies,FS,Mirai NAGASU,1.667
jpn2017,Ladies,FS,Mirai NAGASU,0.222
jpn2017,Ladies,FS,Mirai NAGASU,0
jpn2017,Ladies,FS,Mirai NAGASU,1
jpn2017,Ladies,FS,Mirai NAGASU,1
jpn2017,Ladies,FS,Mirai NAGASU,1.222
jpn2017,Ladies,FS,Mirai NAGASU,1.444
jpn2017,Ladies,FS,Mirai NAGASU,2.222
jpn2017,Ladies,FS,Alena LEONOVA,1.889
jpn2017,Ladies,FS,Alena LEONOVA,0.556
jpn2017,Ladies,FS,Alena LEONOVA,0.889
jpn2017,Ladies,FS,Alena LEONOVA,1
jpn2017,Ladies,FS,Alena LEONOVA,1
jpn2017,Ladies,FS,Alena LEONOVA,1.111
jpn2017,Ladies,FS,Alena LEONOVA,1
jpn2017,Ladies,FS,Alena LEONOVA,1.111
jpn2017,Ladies,FS,Alena LEONOVA,0.667
jpn2017,Ladies,FS,Alena LEONOVA,0.444
jpn2017,Ladies,FS,Alena LEONOVA,0.333
jpn2017,Ladies,FS,Alena LEONOVA,1.667
jpn2017,Ladies,FS,Satoko MIYAHARA,0.778
jpn2017,Ladies,FS,Satoko MIYAHARA,-0.889
jpn2017,Ladies,FS,Satoko MIYAHARA,-0.111
jpn2017,Ladies,FS,Satoko MIYAHARA,1.222
jpn2017,Ladies,FS,Satoko MIYAHARA,1.556
jpn2017,Ladies,FS,Satoko MIYAHARA,2.111
jpn2017,Ladies,FS,Satoko MIYAHARA,0
jpn2017,Ladies,FS,Satoko MIYAHARA,-1
jpn2017,Ladies,FS,Satoko MIYAHARA,-2.333
jpn2017,Ladies,FS,Satoko MIYAHARA,1.222
jpn2017,Ladies,FS,Satoko MIYAHARA,1.333
jpn2017,Ladies,FS,Satoko MIYAHARA,2.889
jpn2017,Ladies,FS,Rika HONGO,-0.444
jpn2017,Ladies,FS,Rika HONGO,0
jpn2017,Ladies,FS,Rika HONGO,-0.444
jpn2017,Ladies,FS,Rika HONGO,1.778
jpn2017,Ladies,FS,Rika HONGO,1
jpn2017,Ladies,FS,Rika HONGO,-0.667
jpn2017,Ladies,FS,Rika HONGO,1
jpn2017,Ladies,FS,Rika HONGO,-3
jpn2017,Ladies,FS,Rika HONGO,0.667
jpn2017,Ladies,FS,Rika HONGO,2.222
jpn2017,Ladies,FS,Rika HONGO,0.889
jpn2017,Ladies,FS,Rika HONGO,1.222
jpn2017,Ladies,FS,Yuna SHIRAIWA,1.222
jpn2017,Ladies,FS,Yuna SHIRAIWA,1.444
jpn2017,Ladies,FS,Yuna SHIRAIWA,0.444
jpn2017,Ladies,FS,Yuna SHIRAIWA,1.111
jpn2017,Ladies,FS,Yuna SHIRAIWA,-0.889
jpn2017,Ladies,FS,Yuna SHIRAIWA,-1
jpn2017,Ladies,FS,Yuna SHIRAIWA,1.222
jpn2017,Ladies,FS,Yuna SHIRAIWA,0.778
jpn2017,Ladies,FS,Yuna SHIRAIWA,0.889
jpn2017,Ladies,FS,Yuna SHIRAIWA,-1.667
jpn2017,Ladies,FS,Yuna SHIRAIWA,1.222
jpn2017,Ladies,FS,Yuna SHIRAIWA,0.222
jpn2017,Ladies,FS,Alaine CHARTRAND,0.889
jpn2017,Ladies,FS,Alaine CHARTRAND,-2.333
jpn2017,Ladies,FS,Alaine CHARTRAND,0.556
jpn2017,Ladies,FS,Alaine CHARTRAND,1.222
jpn2017,Ladies,FS,Alaine CHARTRAND,-0.889
jpn2017,Ladies,FS,Alaine CHARTRAND,-3
jpn2017,Ladies,FS,Alaine CHARTRAND,-3
jpn2017,Ladies,FS,Alaine CHARTRAND,-0.111
jpn2017,Ladies,FS,Alaine CHARTRAND,1.222
jpn2017,Ladies,FS,Alaine CHARTRAND,0.333
jpn2017,Ladies,FS,Alaine CHARTRAND,0.889
jpn2017,Ladies,FS,Alaine CHARTRAND,1
jpn2017,Ladies,FS,Mariah BELL,-1.778
jpn2017,Ladies,FS,Mariah BELL,-0.111
jpn2017,Ladies,FS,Mariah BELL,0.333
jpn2017,Ladies,FS,Mariah BELL,1
jpn2017,Ladies,FS,Mariah BELL,1.333
jpn2017,Ladies,FS,Mariah BELL,-2.889
jpn2017,Ladies,FS,Mariah BELL,-3
jpn2017,Ladies,FS,Mariah BELL,0.444
jpn2017,Ladies,FS,Mariah BELL,0.444
jpn2017,Ladies,FS,Mariah BELL,-0.667
jpn2017,Ladies,FS,Mariah BELL,1.111
jpn2017,Ladies,FS,Mariah BELL,1.667
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.111
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.556
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.333
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.111
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,1
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.111
jpn2017,Ladies,SP,Evgenia MEDVEDEVA,2.333
jpn2017,Ladies,SP,Carolina KOSTNER,0
jpn2017,Ladies,SP,Carolina KOSTNER,1.222
jpn2017,Ladies,SP,Carolina KOSTNER,2
jpn2017,Ladies,SP,Carolina KOSTNER,1.778
jpn2017,Ladies,SP,Carolina KOSTNER,2
jpn2017,Ladies,SP,Carolina KOSTNER,3
jpn2017,Ladies,SP,Carolina KOSTNER,1.667
jpn2017,Ladies,SP,Soyoun PARK,-3
jpn2017,Ladies,SP,Soyoun PARK,-1.222
jpn2017,Ladies,SP,Soyoun PARK,1
jpn2017,Ladies,SP,Soyoun PARK,0.556
jpn2017,Ladies,SP,Soyoun PARK,1.111
jpn2017,Ladies,SP,Soyoun PARK,1.556
jpn2017,Ladies,SP,Soyoun PARK,1.444
jpn2017,Ladies,SP,Alaine CHARTRAND,-3
jpn2017,Ladies,SP,Alaine CHARTRAND,-1.111
jpn2017,Ladies,SP,Alaine CHARTRAND,0.333
jpn2017,Ladies,SP,Alaine CHARTRAND,-1.222
jpn2017,Ladies,SP,Alaine CHARTRAND,1.333
jpn2017,Ladies,SP,Alaine CHARTRAND,0.778
jpn2017,Ladies,SP,Alaine CHARTRAND,0.667
jpn2017,Ladies,SP,Polina TSURSKAYA,1.667
jpn2017,Ladies,SP,Polina TSURSKAYA,1.444
jpn2017,Ladies,SP,Polina TSURSKAYA,1.667
jpn2017,Ladies,SP,Polina TSURSKAYA,1.667
jpn2017,Ladies,SP,Polina TSURSKAYA,1.889
jpn2017,Ladies,SP,Polina TSURSKAYA,1.444
jpn2017,Ladies,SP,Polina TSURSKAYA,1.778
jpn2017,Ladies,SP,Rika HONGO,0.667
jpn2017,Ladies,SP,Rika HONGO,0.889
jpn2017,Ladies,SP,Rika HONGO,1
jpn2017,Ladies,SP,Rika HONGO,-1.556
jpn2017,Ladies,SP,Rika HONGO,1.556
jpn2017,Ladies,SP,Rika HONGO,2
jpn2017,Ladies,SP,Rika HONGO,1.889
jpn2017,Ladies,SP,Mirai NAGASU,-0.778
jpn2017,Ladies,SP,Mirai NAGASU,-0.889
jpn2017,Ladies,SP,Mirai NAGASU,1.444
jpn2017,Ladies,SP,Mirai NAGASU,-2.222
jpn2017,Ladies,SP,Mirai NAGASU,1.889
jpn2017,Ladies,SP,Mirai NAGASU,1.222
jpn2017,Ladies,SP,Mirai NAGASU,2.444
jpn2017,Ladies,SP,Satoko MIYAHARA,-1.333
jpn2017,Ladies,SP,Satoko MIYAHARA,1.333
jpn2017,Ladies,SP,Satoko MIYAHARA,1.333
jpn2017,Ladies,SP,Satoko MIYAHARA,0.222
jpn2017,Ladies,SP,Satoko MIYAHARA,2
jpn2017,Ladies,SP,Satoko MIYAHARA,1
jpn2017,Ladies,SP,Satoko MIYAHARA,2.778
jpn2017,Ladies,SP,Alena LEONOVA,0.889
jpn2017,Ladies,SP,Alena LEONOVA,1.333
jpn2017,Ladies,SP,Alena LEONOVA,1.333
jpn2017,Ladies,SP,Alena LEONOVA,0.111
jpn2017,Ladies,SP,Alena LEONOVA,0.778
jpn2017,Ladies,SP,Alena LEONOVA,0.889
jpn2017,Ladies,SP,Alena LEONOVA,0.444
jpn2017,Ladies,SP,Yuna SHIRAIWA,-2.778
jpn2017,Ladies,SP,Yuna SHIRAIWA,0.778
jpn2017,Ladies,SP,Yuna SHIRAIWA,1.778
jpn2017,Ladies,SP,Yuna SHIRAIWA,-1.222
jpn2017,Ladies,SP,Yuna SHIRAIWA,0.444
jpn2017,Ladies,SP,Yuna SHIRAIWA,1.333
jpn2017,Ladies,SP,Yuna SHIRAIWA,1.333
jpn2017,Ladies,SP,Mariah BELL,-1.889
jpn2017,Ladies,SP,Mariah BELL,1.667
jpn2017,Ladies,SP,Mariah BELL,1.222
jpn2017,Ladies,SP,Mariah BELL,99
jpn2017,Ladies,SP,Mariah BELL,0.667
jpn2017,Ladies,SP,Mariah BELL,1.556
jpn2017,Ladies,SP,Mariah BELL,1.778
jpn2017,Ladies,SP,Nicole RAJICOVA,-0.667
jpn2017,Ladies,SP,Nicole RAJICOVA,-3
jpn2017,Ladies,SP,Nicole RAJICOVA,1.111
jpn2017,Ladies,SP,Nicole RAJICOVA,0.556
jpn2017,Ladies,SP,Nicole RAJICOVA,0.889
jpn2017,Ladies,SP,Nicole RAJICOVA,1.444
jpn2017,Ladies,SP,Nicole RAJICOVA,1.111
jpn2017,Men,FS,Sergei VORONOV,2.111
jpn2017,Men,FS,Sergei VORONOV,1.889
jpn2017,Men,FS,Sergei VORONOV,-0.889
jpn2017,Men,FS,Sergei VORONOV,1
jpn2017,Men,FS,Sergei VORONOV,1.556
jpn2017,Men,FS,Sergei VORONOV,1.444
jpn2017,Men,FS,Sergei VORONOV,0.778
jpn2017,Men,FS,Sergei VORONOV,1.444
jpn2017,Men,FS,Sergei VORONOV,1.667
jpn2017,Men,FS,Sergei VORONOV,1.222
jpn2017,Men,FS,Sergei VORONOV,2
jpn2017,Men,FS,Sergei VORONOV,1.667
jpn2017,Men,FS,Sergei VORONOV,1.333
jpn2017,Men,FS,Adam RIPPON,-1
jpn2017,Men,FS,Adam RIPPON,1
jpn2017,Men,FS,Adam RIPPON,1
jpn2017,Men,FS,Adam RIPPON,1.667
jpn2017,Men,FS,Adam RIPPON,1.889
jpn2017,Men,FS,Adam RIPPON,1.333
jpn2017,Men,FS,Adam RIPPON,0.222
jpn2017,Men,FS,Adam RIPPON,0.778
jpn2017,Men,FS,Adam RIPPON,0.667
jpn2017,Men,FS,Adam RIPPON,1.667
jpn2017,Men,FS,Adam RIPPON,1.667
jpn2017,Men,FS,Adam RIPPON,2.333
jpn2017,Men,FS,Adam RIPPON,2.222
jpn2017,Men,FS,Hiroaki SATO,-0.111
jpn2017,Men,FS,Hiroaki SATO,-2
jpn2017,Men,FS,Hiroaki SATO,-2.889
jpn2017,Men,FS,Hiroaki SATO,1.111
jpn2017,Men,FS,Hiroaki SATO,0.889
jpn2017,Men,FS,Hiroaki SATO,-1.556
jpn2017,Men,FS,Hiroaki SATO,-3
jpn2017,Men,FS,Hiroaki SATO,-1.556
jpn2017,Men,FS,Hiroaki SATO,0.556
jpn2017,Men,FS,Hiroaki SATO,-2.667
jpn2017,Men,FS,Hiroaki SATO,-0.222
jpn2017,Men,FS,Hiroaki SATO,0.667
jpn2017,Men,FS,Hiroaki SATO,1
jpn2017,Men,FS,Alexei BYCHENKO,0.111
jpn2017,Men,FS,Alexei BYCHENKO,1.111
jpn2017,Men,FS,Alexei BYCHENKO,0
jpn2017,Men,FS,Alexei BYCHENKO,0.556
jpn2017,Men,FS,Alexei BYCHENKO,1.556
jpn2017,Men,FS,Alexei BYCHENKO,-1.778
jpn2017,Men,FS,Alexei BYCHENKO,0.778
jpn2017,Men,FS,Alexei BYCHENKO,1.333
jpn2017,Men,FS,Alexei BYCHENKO,0.444
jpn2017,Men,FS,Alexei BYCHENKO,1.444
jpn2017,Men,FS,Alexei BYCHENKO,1.111
jpn2017,Men,FS,Alexei BYCHENKO,0.778
jpn2017,Men,FS,Alexei BYCHENKO,0.889
jpn2017,Men,FS,Jason BROWN,2.111
jpn2017,Men,FS,Jason BROWN,-3
jpn2017,Men,FS,Jason BROWN,2.778
jpn2017,Men,FS,Jason BROWN,1.111
jpn2017,Men,FS,Jason BROWN,2.778
jpn2017,Men,FS,Jason BROWN,-3
jpn2017,Men,FS,Jason BROWN,1.889
jpn2017,Men,FS,Jason BROWN,-1.889
jpn2017,Men,FS,Jason BROWN,2.444
jpn2017,Men,FS,Jason BROWN,0.444
jpn2017,Men,FS,Jason BROWN,1
jpn2017,Men,FS,Jason BROWN,0.889
jpn2017,Men,FS,Jason BROWN,2
jpn2017,Men,FS,Deniss VASILJEVS,0.889
jpn2017,Men,FS,Deniss VASILJEVS,0.111
jpn2017,Men,FS,Deniss VASILJEVS,0.778
jpn2017,Men,FS,Deniss VASILJEVS,2.222
jpn2017,Men,FS,Deniss VASILJEVS,1.889
jpn2017,Men,FS,Deniss VASILJEVS,1.111
jpn2017,Men,FS,Deniss VASILJEVS,1.333
jpn2017,Men,FS,Deniss VASILJEVS,1
jpn2017,Men,FS,Deniss VASILJEVS,-0.222
jpn2017,Men,FS,Deniss VASILJEVS,-0.667
jpn2017,Men,FS,Deniss VASILJEVS,2.222
jpn2017,Men,FS,Deniss VASILJEVS,1.667
jpn2017,Men,FS,Deniss VASILJEVS,2.556
jpn2017,Men,FS,Keegan MESSING,1.889
jpn2017,Men,FS,Keegan MESSING,-1.111
jpn2017,Men,FS,Keegan MESSING,1.556
jpn2017,Men,FS,Keegan MESSING,1.889
jpn2017,Men,FS,Keegan MESSING,1.667
jpn2017,Men,FS,Keegan MESSING,-0.222
jpn2017,Men,FS,Keegan MESSING,1
jpn2017,Men,FS,Keegan MESSING,99
jpn2017,Men,FS,Keegan MESSING,1.778
jpn2017,Men,FS,Keegan MESSING,0.556
jpn2017,Men,FS,Keegan MESSING,1.667
jpn2017,Men,FS,Keegan MESSING,-1.333
jpn2017,Men,FS,Keegan MESSING,2.222
jpn2017,Men,FS,Kazuki TOMONO,-2.778
jpn2017,Men,FS,Kazuki TOMONO,-3
jpn2017,Men,FS,Kazuki TOMONO,1.222
jpn2017,Men,FS,Kazuki TOMONO,0.778
jpn2017,Men,FS,Kazuki TOMONO,1.556
jpn2017,Men,FS,Kazuki TOMONO,-0.444
jpn2017,Men,FS,Kazuki TOMONO,0.889
jpn2017,Men,FS,Kazuki TOMONO,0.444
jpn2017,Men,FS,Kazuki TOMONO,-0.778
jpn2017,Men,FS,Kazuki TOMONO,0.667
jpn2017,Men,FS,Kazuki TOMONO,1.111
jpn2017,Men,FS,Kazuki TOMONO,1
jpn2017,Men,FS,Kazuki TOMONO,0.556
jpn2017,Men,FS,Nam NGUYEN,-0.111
jpn2017,Men,FS,Nam NGUYEN,-0.222
jpn2017,Men,FS,Nam NGUYEN,0.333
jpn2017,Men,FS,Nam NGUYEN,0.444
jpn2017,Men,FS,Nam NGUYEN,1.111
jpn2017,Men,FS,Nam NGUYEN,0.889
jpn2017,Men,FS,Nam NGUYEN,0.222
jpn2017,Men,FS,Nam NGUYEN,0.889
jpn2017,Men,FS,Nam NGUYEN,0.556
jpn2017,Men,FS,Nam NGUYEN,1.111
jpn2017,Men,FS,Nam NGUYEN,-0.778
jpn2017,Men,FS,Nam NGUYEN,0.333
jpn2017,Men,FS,Nam NGUYEN,0.556
jpn2017,Men,FS,Dmitri ALIEV,1.111
jpn2017,Men,FS,Dmitri ALIEV,-3
jpn2017,Men,FS,Dmitri ALIEV,0.222
jpn2017,Men,FS,Dmitri ALIEV,0.444
jpn2017,Men,FS,Dmitri ALIEV,1.222
jpn2017,Men,FS,Dmitri ALIEV,0.889
jpn2017,Men,FS,Dmitri ALIEV,-3
jpn2017,Men,FS,Dmitri ALIEV,0.667
jpn2017,Men,FS,Dmitri ALIEV,-1.111
jpn2017,Men,FS,Dmitri ALIEV,-0.444
jpn2017,Men,FS,Dmitri ALIEV,1.222
jpn2017,Men,FS,Dmitri ALIEV,1.111
jpn2017,Men,FS,Dmitri ALIEV,-0.222
jpn2017,Men,FS,Michal BREZINA,-0.444
jpn2017,Men,FS,Michal BREZINA,1.222
jpn2017,Men,FS,Michal BREZINA,-3
jpn2017,Men,FS,Michal BREZINA,1.556
jpn2017,Men,FS,Michal BREZINA,1.667
jpn2017,Men,FS,Michal BREZINA,1
jpn2017,Men,FS,Michal BREZINA,0.222
jpn2017,Men,FS,Michal BREZINA,-3
jpn2017,Men,FS,Michal BREZINA,-0.556
jpn2017,Men,FS,Michal BREZINA,0.889
jpn2017,Men,FS,Michal BREZINA,1.556
jpn2017,Men,FS,Michal BREZINA,0.889
jpn2017,Men,FS,Michal BREZINA,1
jpn2017,Men,SP,Sergei VORONOV,1.889
jpn2017,Men,SP,Sergei VORONOV,-0.222
jpn2017,Men,SP,Sergei VORONOV,1
jpn2017,Men,SP,Sergei VORONOV,1.778
jpn2017,Men,SP,Sergei VORONOV,1.111
jpn2017,Men,SP,Sergei VORONOV,1.667
jpn2017,Men,SP,Sergei VORONOV,1.333
jpn2017,Men,SP,Alexei BYCHENKO,1.222
jpn2017,Men,SP,Alexei BYCHENKO,0.778
jpn2017,Men,SP,Alexei BYCHENKO,0.333
jpn2017,Men,SP,Alexei BYCHENKO,1.222
jpn2017,Men,SP,Alexei BYCHENKO,0.667
jpn2017,Men,SP,Alexei BYCHENKO,1.778
jpn2017,Men,SP,Alexei BYCHENKO,1
jpn2017,Men,SP,Nam NGUYEN,-3
jpn2017,Men,SP,Nam NGUYEN,-3
jpn2017,Men,SP,Nam NGUYEN,0.111
jpn2017,Men,SP,Nam NGUYEN,-0.111
jpn2017,Men,SP,Nam NGUYEN,0.333
jpn2017,Men,SP,Nam NGUYEN,0.778
jpn2017,Men,SP,Nam NGUYEN,0.444
jpn2017,Men,SP,Jason BROWN,-1.556
jpn2017,Men,SP,Jason BROWN,1.667
jpn2017,Men,SP,Jason BROWN,2.556
jpn2017,Men,SP,Jason BROWN,2
jpn2017,Men,SP,Jason BROWN,1.556
jpn2017,Men,SP,Jason BROWN,2.556
jpn2017,Men,SP,Jason BROWN,2
jpn2017,Men,SP,Adam RIPPON,1.556
jpn2017,Men,SP,Adam RIPPON,0.444
jpn2017,Men,SP,Adam RIPPON,1.889
jpn2017,Men,SP,Adam RIPPON,0.111
jpn2017,Men,SP,Adam RIPPON,2.222
jpn2017,Men,SP,Adam RIPPON,2.333
jpn2017,Men,SP,Adam RIPPON,-0.333
jpn2017,Men,SP,Keegan MESSING,0.111
jpn2017,Men,SP,Keegan MESSING,-3
jpn2017,Men,SP,Keegan MESSING,2.333
jpn2017,Men,SP,Keegan MESSING,1.778
jpn2017,Men,SP,Keegan MESSING,1.111
jpn2017,Men,SP,Keegan MESSING,0
jpn2017,Men,SP,Keegan MESSING,1.889
jpn2017,Men,SP,Kazuki TOMONO,-0.778
jpn2017,Men,SP,Kazuki TOMONO,0.444
jpn2017,Men,SP,Kazuki TOMONO,0.556
jpn2017,Men,SP,Kazuki TOMONO,0.889
jpn2017,Men,SP,Kazuki TOMONO,0.111
jpn2017,Men,SP,Kazuki TOMONO,1.444
jpn2017,Men,SP,Kazuki TOMONO,1.667
jpn2017,Men,SP,Dmitri ALIEV,-3
jpn2017,Men,SP,Dmitri ALIEV,1
jpn2017,Men,SP,Dmitri ALIEV,0.444
jpn2017,Men,SP,Dmitri ALIEV,-2.333
jpn2017,Men,SP,Dmitri ALIEV,0.778
jpn2017,Men,SP,Dmitri ALIEV,1.111
jpn2017,Men,SP,Dmitri ALIEV,1
jpn2017,Men,SP,Deniss VASILJEVS,1.889
jpn2017,Men,SP,Deniss VASILJEVS,-3
jpn2017,Men,SP,Deniss VASILJEVS,0.778
jpn2017,Men,SP,Deniss VASILJEVS,1.333
jpn2017,Men,SP,Deniss VASILJEVS,1.111
jpn2017,Men,SP,Deniss VASILJEVS,1.556
jpn2017,Men,SP,Deniss VASILJEVS,1.556
jpn2017,Men,SP,Michal BREZINA,-3
jpn2017,Men,SP,Michal BREZINA,1.444
jpn2017,Men,SP,Michal BREZINA,1.333
jpn2017,Men,SP,Michal BREZINA,0.778
jpn2017,Men,SP,Michal BREZINA,0.556
jpn2017,Men,SP,Michal BREZINA,2.111
jpn2017,Men,SP,Michal BREZINA,1.444
jpn2017,Men,SP,Hiroaki SATO,0.444
jpn2017,Men,SP,Hiroaki SATO,-0.222
jpn2017,Men,SP,Hiroaki SATO,0.222
jpn2017,Men,SP,Hiroaki SATO,1.333
jpn2017,Men,SP,Hiroaki SATO,-0.667
jpn2017,Men,SP,Hiroaki SATO,0.667
jpn2017,Men,SP,Hiroaki SATO,0.667
rus2017,Ladies,FS,Evgenia MEDVEDEVA,2.444
rus2017,Ladies,FS,Evgenia MEDVEDEVA,1.778
rus2017,Ladies,FS,Evgenia MEDVEDEVA,2
rus2017,Ladies,FS,Evgenia MEDVEDEVA,2.556
rus2017,Ladies,FS,Evgenia MEDVEDEVA,2.333
rus2017,Ladies,FS,Evgenia MEDVEDEVA,1.778
rus2017,Ladies,FS,Evgenia MEDVEDEVA,1.444
rus2017,Ladies,FS,Evgenia MEDVEDEVA,2.222
rus2017,Ladies,FS,Evgenia MEDVEDEVA,-3
