game,sex,type,name,average9
fra2017,Ladies,FS,Nicole SCHOTT,0.778
fra2017,Ladies,FS,Nicole SCHOTT,1.111
fra2017,Ladies,FS,Nicole SCHOTT,0.889
fra2017,Ladies,FS,Nicole SCHOTT,0.667
fra2017,Ladies,FS,Nicole SCHOTT,0.667
fra2017,Ladies,FS,Nicole SCHOTT,0.778
fra2017,Ladies,FS,Nicole SCHOTT,0.444
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,-3
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,0.222
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,0.111
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,0.556
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,0.667
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,1.222
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,-1.111
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,0
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,1.333
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,1.444
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,1.333
fra2017,Ladies,FS,Elizaveta TUKTAMYSHEVA,1.333
fra2017,Ladies,FS,Mae Berenice MEITE,1.222
fra2017,Ladies,FS,Mae Berenice MEITE,0.333
fra2017,Ladies,FS,Mae Berenice MEITE,0.778
fra2017,Ladies,FS,Mae Berenice MEITE,0.889
fra2017,Ladies,FS,Mae Berenice MEITE,0.556
fra2017,Ladies,FS,Mae Berenice MEITE,0.333
fra2017,Ladies,FS,Mae Berenice MEITE,0.667
fra2017,Ladies,FS,Mae Berenice MEITE,-0.667
fra2017,Ladies,FS,Mae Berenice MEITE,-0.778
fra2017,Ladies,FS,Mae Berenice MEITE,0.556
fra2017,Ladies,FS,Mae Berenice MEITE,0.222
fra2017,Ladies,FS,Mae Berenice MEITE,0.778
fra2017,Ladies,FS,Polina EDMUNDS,-3
fra2017,Ladies,FS,Polina EDMUNDS,-0.333
fra2017,Ladies,FS,Polina EDMUNDS,-1.889
fra2017,Ladies,FS,Polina EDMUNDS,1.778
fra2017,Ladies,FS,Polina EDMUNDS,-3
fra2017,Ladies,FS,Polina EDMUNDS,-1.111
fra2017,Ladies,FS,Polina EDMUNDS,-1.222
fra2017,Ladies,FS,Polina EDMUNDS,0.778
fra2017,Ladies,FS,Polina EDMUNDS,0.667
fra2017,Ladies,FS,Polina EDMUNDS,1.333
fra2017,Ladies,FS,Polina EDMUNDS,0.889
fra2017,Ladies,FS,Polina EDMUNDS,1
fra2017,Ladies,SP,Kaetlyn OSMOND,0.556
fra2017,Ladies,SP,Kaetlyn OSMOND,-0.778
fra2017,Ladies,SP,Kaetlyn OSMOND,2.111
fra2017,Ladies,SP,Kaetlyn OSMOND,2
fra2017,Ladies,SP,Kaetlyn OSMOND,1.667
fra2017,Ladies,SP,Kaetlyn OSMOND,1.889
fra2017,Ladies,SP,Kaetlyn OSMOND,1.556
fra2017,Ladies,SP,Maria SOTSKOVA,1.667
fra2017,Ladies,SP,Maria SOTSKOVA,1.444
fra2017,Ladies,SP,Maria SOTSKOVA,-1.778
fra2017,Ladies,SP,Maria SOTSKOVA,1.222
fra2017,Ladies,SP,Maria SOTSKOVA,1
fra2017,Ladies,SP,Maria SOTSKOVA,1.444
fra2017,Ladies,SP,Maria SOTSKOVA,1.444
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,-3
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,99
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,1
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,0.444
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,1.222
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,0.333
fra2017,Ladies,SP,Elizaveta TUKTAMYSHEVA,0.222
fra2017,Ladies,SP,Yuna SHIRAIWA,1.111
fra2017,Ladies,SP,Yuna SHIRAIWA,0.444
fra2017,Ladies,SP,Yuna SHIRAIWA,1.556
fra2017,Ladies,SP,Yuna SHIRAIWA,0.889
fra2017,Ladies,SP,Yuna SHIRAIWA,0.667
fra2017,Ladies,SP,Yuna SHIRAIWA,1.111
fra2017,Ladies,SP,Yuna SHIRAIWA,1.556
fra2017,Ladies,SP,Mai MIHARA,-2.667
fra2017,Ladies,SP,Mai MIHARA,0.667
fra2017,Ladies,SP,Mai MIHARA,0.778
fra2017,Ladies,SP,Mai MIHARA,1.444
fra2017,Ladies,SP,Mai MIHARA,1.222
fra2017,Ladies,SP,Mai MIHARA,1.889
fra2017,Ladies,SP,Mai MIHARA,2.333
fra2017,Ladies,SP,Alina ZAGITOVA,2.111
fra2017,Ladies,SP,Alina ZAGITOVA,2.222
fra2017,Ladies,SP,Alina ZAGITOVA,-3
fra2017,Ladies,SP,Alina ZAGITOVA,-2.667
fra2017,Ladies,SP,Alina ZAGITOVA,1
fra2017,Ladies,SP,Alina ZAGITOVA,1.889
fra2017,Ladies,SP,Alina ZAGITOVA,1.667
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,99
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,1.556
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,1.778
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,1.444
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,0.889
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,1.778
fra2017,Ladies,SP,Elizabet TURSYNBAEVA,1.889
fra2017,Ladies,SP,Laurine LECAVELIER,-2.778
fra2017,Ladies,SP,Laurine LECAVELIER,1.444
fra2017,Ladies,SP,Laurine LECAVELIER,1.222
fra2017,Ladies,SP,Laurine LECAVELIER,0.778
fra2017,Ladies,SP,Laurine LECAVELIER,1.444
fra2017,Ladies,SP,Laurine LECAVELIER,-0.556
fra2017,Ladies,SP,Laurine LECAVELIER,0.556
fra2017,Ladies,SP,Mae Berenice MEITE,0.111
fra2017,Ladies,SP,Mae Berenice MEITE,0.778
fra2017,Ladies,SP,Mae Berenice MEITE,0.111
fra2017,Ladies,SP,Mae Berenice MEITE,-0.556
fra2017,Ladies,SP,Mae Berenice MEITE,1
fra2017,Ladies,SP,Mae Berenice MEITE,0.556
fra2017,Ladies,SP,Mae Berenice MEITE,0.667
fra2017,Ladies,SP,Polina EDMUNDS,-2.556
fra2017,Ladies,SP,Polina EDMUNDS,0.778
fra2017,Ladies,SP,Polina EDMUNDS,0.444
fra2017,Ladies,SP,Polina EDMUNDS,1
fra2017,Ladies,SP,Polina EDMUNDS,0.778
fra2017,Ladies,SP,Polina EDMUNDS,0.667
fra2017,Ladies,SP,Polina EDMUNDS,1.222
fra2017,Ladies,SP,Nicole SCHOTT,0.667
fra2017,Ladies,SP,Nicole SCHOTT,1
fra2017,Ladies,SP,Nicole SCHOTT,0.889
fra2017,Ladies,SP,Nicole SCHOTT,-3
fra2017,Ladies,SP,Nicole SCHOTT,1
fra2017,Ladies,SP,Nicole SCHOTT,0.778
fra2017,Ladies,SP,Nicole SCHOTT,1.111
fra2017,Men,FS,Shoma UNO,1.667
fra2017,Men,FS,Shoma UNO,2.444
fra2017,Men,FS,Shoma UNO,-1
fra2017,Men,FS,Shoma UNO,1.889
fra2017,Men,FS,Shoma UNO,2
fra2017,Men,FS,Shoma UNO,2
fra2017,Men,FS,Shoma UNO,-2.778
fra2017,Men,FS,Shoma UNO,-3
fra2017,Men,FS,Shoma UNO,0.111
fra2017,Men,FS,Shoma UNO,-2.889
fra2017,Men,FS,Shoma UNO,1.222
fra2017,Men,FS,Shoma UNO,2.556
fra2017,Men,FS,Shoma UNO,2.333
fra2017,Men,FS,Javier FERNANDEZ,0.889
fra2017,Men,FS,Javier FERNANDEZ,1.889
fra2017,Men,FS,Javier FERNANDEZ,-1.444
fra2017,Men,FS,Javier FERNANDEZ,2.111
fra2017,Men,FS,Javier FERNANDEZ,2.111
fra2017,Men,FS,Javier FERNANDEZ,-3
fra2017,Men,FS,Javier FERNANDEZ,-0.889
fra2017,Men,FS,Javier FERNANDEZ,-3
fra2017,Men,FS,Javier FERNANDEZ,1.556
fra2017,Men,FS,Javier FERNANDEZ,-1.889
fra2017,Men,FS,Javier FERNANDEZ,1.111
fra2017,Men,FS,Javier FERNANDEZ,2.333
fra2017,Men,FS,Javier FERNANDEZ,2
fra2017,Men,FS,Romain PONSART,0.889
fra2017,Men,FS,Romain PONSART,-1.889
fra2017,Men,FS,Romain PONSART,1.333
fra2017,Men,FS,Romain PONSART,1
fra2017,Men,FS,Romain PONSART,0.444
fra2017,Men,FS,Romain PONSART,-0.222
fra2017,Men,FS,Romain PONSART,0.333
fra2017,Men,FS,Romain PONSART,0.556
fra2017,Men,FS,Romain PONSART,1.222
fra2017,Men,FS,Romain PONSART,1.222
fra2017,Men,FS,Romain PONSART,0.778
fra2017,Men,FS,Romain PONSART,0.556
fra2017,Men,FS,Romain PONSART,1.222
fra2017,Men,FS,Misha GE,1.556
fra2017,Men,FS,Misha GE,0.667
fra2017,Men,FS,Misha GE,0.222
fra2017,Men,FS,Misha GE,1.444
fra2017,Men,FS,Misha GE,1.889
fra2017,Men,FS,Misha GE,1.333
fra2017,Men,FS,Misha GE,1.222
fra2017,Men,FS,Misha GE,1.556
fra2017,Men,FS,Misha GE,1.778
fra2017,Men,FS,Misha GE,1
fra2017,Men,FS,Misha GE,0.889
fra2017,Men,FS,Misha GE,2.889
fra2017,Men,FS,Misha GE,2.111
fra2017,Men,FS,Alexander SAMARIN,-0.667
fra2017,Men,FS,Alexander SAMARIN,-3
fra2017,Men,FS,Alexander SAMARIN,1.889
fra2017,Men,FS,Alexander SAMARIN,1.333
fra2017,Men,FS,Alexander SAMARIN,1.444
fra2017,Men,FS,Alexander SAMARIN,1
fra2017,Men,FS,Alexander SAMARIN,0.667
fra2017,Men,FS,Alexander SAMARIN,0.667
fra2017,Men,FS,Alexander SAMARIN,-0.778
fra2017,Men,FS,Alexander SAMARIN,-0.889
fra2017,Men,FS,Alexander SAMARIN,1.222
fra2017,Men,FS,Alexander SAMARIN,0.778
fra2017,Men,FS,Alexander SAMARIN,1.222
fra2017,Men,FS,Alexei BYCHENKO,1.889
fra2017,Men,FS,Alexei BYCHENKO,1.667
fra2017,Men,FS,Alexei BYCHENKO,0.111
fra2017,Men,FS,Alexei BYCHENKO,0.889
fra2017,Men,FS,Alexei BYCHENKO,1.444
fra2017,Men,FS,Alexei BYCHENKO,1.222
fra2017,Men,FS,Alexei BYCHENKO,-0.556
fra2017,Men,FS,Alexei BYCHENKO,-0.222
fra2017,Men,FS,Alexei BYCHENKO,0.667
fra2017,Men,FS,Alexei BYCHENKO,0.333
fra2017,Men,FS,Alexei BYCHENKO,1.222
fra2017,Men,FS,Alexei BYCHENKO,0.778
fra2017,Men,FS,Alexei BYCHENKO,0
fra2017,Men,FS,Max AARON,0.889
fra2017,Men,FS,Max AARON,0.111
fra2017,Men,FS,Max AARON,0.556
fra2017,Men,FS,Max AARON,1
fra2017,Men,FS,Max AARON,1.333
fra2017,Men,FS,Max AARON,-2.222
fra2017,Men,FS,Max AARON,1.111
fra2017,Men,FS,Max AARON,1.667
fra2017,Men,FS,Max AARON,1.444
fra2017,Men,FS,Max AARON,0.111
fra2017,Men,FS,Max AARON,1
fra2017,Men,FS,Max AARON,1
fra2017,Men,FS,Max AARON,1.222
fra2017,Men,FS,Vincent ZHOU,1.556
fra2017,Men,FS,Vincent ZHOU,-3
fra2017,Men,FS,Vincent ZHOU,0.222
fra2017,Men,FS,Vincent ZHOU,0.778
fra2017,Men,FS,Vincent ZHOU,1.111
fra2017,Men,FS,Vincent ZHOU,-1.111
fra2017,Men,FS,Vincent ZHOU,-0.111
fra2017,Men,FS,Vincent ZHOU,-3
fra2017,Men,FS,Vincent ZHOU,0.444
fra2017,Men,FS,Vincent ZHOU,0.222
fra2017,Men,FS,Vincent ZHOU,1.444
fra2017,Men,FS,Vincent ZHOU,0.444
fra2017,Men,FS,Vincent ZHOU,0.778
fra2017,Men,FS,Moris KVITELASHVILI,-0.111
fra2017,Men,FS,Moris KVITELASHVILI,-2.889
fra2017,Men,FS,Moris KVITELASHVILI,0.889
fra2017,Men,FS,Moris KVITELASHVILI,0.667
fra2017,Men,FS,Moris KVITELASHVILI,1.556
fra2017,Men,FS,Moris KVITELASHVILI,-0.222
fra2017,Men,FS,Moris KVITELASHVILI,0.778
fra2017,Men,FS,Moris KVITELASHVILI,0.222
fra2017,Men,FS,Moris KVITELASHVILI,0.889
fra2017,Men,FS,Moris KVITELASHVILI,-0.111
fra2017,Men,FS,Moris KVITELASHVILI,1.222
fra2017,Men,FS,Moris KVITELASHVILI,1.444
fra2017,Men,FS,Moris KVITELASHVILI,1.444
fra2017,Men,FS,Kevin AYMOZ,-1.667
fra2017,Men,FS,Kevin AYMOZ,-1.889
fra2017,Men,FS,Kevin AYMOZ,-1
fra2017,Men,FS,Kevin AYMOZ,0
fra2017,Men,FS,Kevin AYMOZ,1.444
fra2017,Men,FS,Kevin AYMOZ,1.556
fra2017,Men,FS,Kevin AYMOZ,1.889
fra2017,Men,FS,Kevin AYMOZ,0
fra2017,Men,FS,Kevin AYMOZ,0.667
fra2017,Men,FS,Kevin AYMOZ,2.111
fra2017,Men,FS,Kevin AYMOZ,-1.222
fra2017,Men,FS,Kevin AYMOZ,1
fra2017,Men,FS,Kevin AYMOZ,1.333
fra2017,Men,FS,Denis TEN,-1
fra2017,Men,FS,Denis TEN,-3
fra2017,Men,FS,Denis TEN,-1.444
fra2017,Men,FS,Denis TEN,1.889
fra2017,Men,FS,Denis TEN,1.333
fra2017,Men,FS,Denis TEN,-3
fra2017,Men,FS,Denis TEN,-0.222
fra2017,Men,FS,Denis TEN,0
fra2017,Men,FS,Denis TEN,1.667
fra2017,Men,FS,Denis TEN,0.889
fra2017,Men,FS,Denis TEN,1
fra2017,Men,FS,Denis TEN,2
fra2017,Men,FS,Denis TEN,1.444
fra2017,Men,SP,Javier FERNANDEZ,2.444
fra2017,Men,SP,Javier FERNANDEZ,2.222
fra2017,Men,SP,Javier FERNANDEZ,2.111
fra2017,Men,SP,Javier FERNANDEZ,2.444
fra2017,Men,SP,Javier FERNANDEZ,2.111
fra2017,Men,SP,Javier FERNANDEZ,2.889
fra2017,Men,SP,Javier FERNANDEZ,1.778
fra2017,Men,SP,Shoma UNO,-3
fra2017,Men,SP,Shoma UNO,1.778
fra2017,Men,SP,Shoma UNO,2.222
fra2017,Men,SP,Shoma UNO,1.667
fra2017,Men,SP,Shoma UNO,-0.111
fra2017,Men,SP,Shoma UNO,0.444
fra2017,Men,SP,Shoma UNO,1.889
fra2017,Men,SP,Romain PONSART,-3
fra2017,Men,SP,Romain PONSART,-2.111
fra2017,Men,SP,Romain PONSART,1.222
fra2017,Men,SP,Romain PONSART,-3
fra2017,Men,SP,Romain PONSART,0.667
fra2017,Men,SP,Romain PONSART,1.222
fra2017,Men,SP,Romain PONSART,1.556
fra2017,Men,SP,Alexander SAMARIN,-0.556
fra2017,Men,SP,Alexander SAMARIN,0.556
fra2017,Men,SP,Alexander SAMARIN,1.556
fra2017,Men,SP,Alexander SAMARIN,1.778
fra2017,Men,SP,Alexander SAMARIN,1
fra2017,Men,SP,Alexander SAMARIN,1.333
fra2017,Men,SP,Alexander SAMARIN,1.667
fra2017,Men,SP,Moris KVITELASHVILI,2
fra2017,Men,SP,Moris KVITELASHVILI,1.444
fra2017,Men,SP,Moris KVITELASHVILI,0.444
fra2017,Men,SP,Moris KVITELASHVILI,1.111
fra2017,Men,SP,Moris KVITELASHVILI,-3
fra2017,Men,SP,Moris KVITELASHVILI,1.222
fra2017,Men,SP,Moris KVITELASHVILI,1
fra2017,Men,SP,Alexei BYCHENKO,1.667
fra2017,Men,SP,Alexei BYCHENKO,0.222
fra2017,Men,SP,Alexei BYCHENKO,0.889
fra2017,Men,SP,Alexei BYCHENKO,1.333
fra2017,Men,SP,Alexei BYCHENKO,0.778
fra2017,Men,SP,Alexei BYCHENKO,1.667
fra2017,Men,SP,Alexei BYCHENKO,0.778
fra2017,Men,SP,Misha GE,1.222
fra2017,Men,SP,Misha GE,1
fra2017,Men,SP,Misha GE,1.222
fra2017,Men,SP,Misha GE,0
fra2017,Men,SP,Misha GE,1.556
fra2017,Men,SP,Misha GE,2.333
fra2017,Men,SP,Misha GE,1.778
fra2017,Men,SP,Denis TEN,-3
fra2017,Men,SP,Denis TEN,1.778
fra2017,Men,SP,Denis TEN,1.556
fra2017,Men,SP,Denis TEN,0.889
fra2017,Men,SP,Denis TEN,1.778
fra2017,Men,SP,Denis TEN,2.556
fra2017,Men,SP,Denis TEN,1.778
fra2017,Men,SP,Max AARON,-3
fra2017,Men,SP,Max AARON,-2.333
fra2017,Men,SP,Max AARON,0.667
fra2017,Men,SP,Max AARON,0.444
fra2017,Men,SP,Max AARON,-0.111
fra2017,Men,SP,Max AARON,1.111
fra2017,Men,SP,Max AARON,0.222
fra2017,Men,SP,Kevin AYMOZ,-1.222
fra2017,Men,SP,Kevin AYMOZ,0.333
fra2017,Men,SP,Kevin AYMOZ,-0.556
fra2017,Men,SP,Kevin AYMOZ,-3
fra2017,Men,SP,Kevin AYMOZ,1.333
fra2017,Men,SP,Kevin AYMOZ,1.111
fra2017,Men,SP,Kevin AYMOZ,2
fra2017,Men,SP,Vincent ZHOU,-3
fra2017,Men,SP,Vincent ZHOU,-3
fra2017,Men,SP,Vincent ZHOU,0.222
fra2017,Men,SP,Vincent ZHOU,-1.111
fra2017,Men,SP,Vincent ZHOU,0.778
fra2017,Men,SP,Vincent ZHOU,0.444
fra2017,Men,SP,Vincent ZHOU,-0.111
gpf2017,Ladies,FS,Alina ZAGITOVA,2.222
gpf2017,Ladies,FS,Alina ZAGITOVA,2.333
gpf2017,Ladies,FS,Alina ZAGITOVA,2
gpf2017,Ladies,FS,Alina ZAGITOVA,1.778
gpf2017,Ladies,FS,Alina ZAGITOVA,-0.444
gpf2017,Ladies,FS,Alina ZAGITOVA,1.444
gpf2017,Ladies,FS,Alina ZAGITOVA,2
gpf2017,Ladies,FS,Alina ZAGITOVA,-1.111
gpf2017,Ladies,FS,Alina ZAGITOVA,1.556
gpf2017,Ladies,FS,Alina ZAGITOVA,2
gpf2017,Ladies,FS,Alina ZAGITOVA,1.222
gpf2017,Ladies,FS,Alina ZAGITOVA,2.556
gpf2017,Ladies,FS,Maria SOTSKOVA,1.444
gpf2017,Ladies,FS,Maria SOTSKOVA,2
gpf2017,Ladies,FS,Maria SOTSKOVA,1.667
gpf2017,Ladies,FS,Maria SOTSKOVA,1.889
gpf2017,Ladies,FS,Maria SOTSKOVA,-0.222
gpf2017,Ladies,FS,Maria SOTSKOVA,1.778
gpf2017,Ladies,FS,Maria SOTSKOVA,1.889
gpf2017,Ladies,FS,Maria SOTSKOVA,1.556
gpf2017,Ladies,FS,Maria SOTSKOVA,1.444
gpf2017,Ladies,FS,Maria SOTSKOVA,1.111
gpf2017,Ladies,FS,Maria SOTSKOVA,1.222
gpf2017,Ladies,FS,Maria SOTSKOVA,1.667
gpf2017,Ladies,FS,Carolina KOSTNER,1.889
gpf2017,Ladies,FS,Carolina KOSTNER,2.111
gpf2017,Ladies,FS,Carolina KOSTNER,2.111
gpf2017,Ladies,FS,Carolina KOSTNER,1.889
gpf2017,Ladies,FS,Carolina KOSTNER,2.111
gpf2017,Ladies,FS,Carolina KOSTNER,2.333
gpf2017,Ladies,FS,Carolina KOSTNER,0.889
gpf2017,Ladies,FS,Carolina KOSTNER,1.111
gpf2017,Ladies,FS,Carolina KOSTNER,-0.333
gpf2017,Ladies,FS,Carolina KOSTNER,2.778
gpf2017,Ladies,FS,Carolina KOSTNER,2.778
gpf2017,Ladies,FS,Carolina KOSTNER,1.778
gpf2017,Ladies,FS,Satoko MIYAHARA,1.556
gpf2017,Ladies,FS,Satoko MIYAHARA,-2
gpf2017,Ladies,FS,Satoko MIYAHARA,-1.222
gpf2017,Ladies,FS,Satoko MIYAHARA,1.778
gpf2017,Ladies,FS,Satoko MIYAHARA,1.556
gpf2017,Ladies,FS,Satoko MIYAHARA,2.222
gpf2017,Ladies,FS,Satoko MIYAHARA,1
gpf2017,Ladies,FS,Satoko MIYAHARA,1.556
gpf2017,Ladies,FS,Satoko MIYAHARA,1.556
gpf2017,Ladies,FS,Satoko MIYAHARA,2.444
gpf2017,Ladies,FS,Satoko MIYAHARA,1.444
gpf2017,Ladies,FS,Satoko MIYAHARA,2.778
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.333
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.222
gpf2017,Ladies,FS,Kaetlyn OSMOND,0.889
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.111
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.222
gpf2017,Ladies,FS,Kaetlyn OSMOND,0.667
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.111
gpf2017,Ladies,FS,Kaetlyn OSMOND,-3
gpf2017,Ladies,FS,Kaetlyn OSMOND,1.111
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.556
gpf2017,Ladies,FS,Kaetlyn OSMOND,2.667
gpf2017,Ladies,FS,Kaetlyn OSMOND,2
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.667
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.222
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.889
gpf2017,Ladies,FS,Wakaba HIGUCHI,0.222
gpf2017,Ladies,FS,Wakaba HIGUCHI,-1.111
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.111
gpf2017,Ladies,FS,Wakaba HIGUCHI,-0.444
gpf2017,Ladies,FS,Wakaba HIGUCHI,-0.111
gpf2017,Ladies,FS,Wakaba HIGUCHI,0.889
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.889
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.889
gpf2017,Ladies,FS,Wakaba HIGUCHI,1.667
gpf2017,Ladies,SP,Kaetlyn OSMOND,2.111
gpf2017,Ladies,SP,Kaetlyn OSMOND,1.222
gpf2017,Ladies,SP,Kaetlyn OSMOND,2
gpf2017,Ladies,SP,Kaetlyn OSMOND,2.111
gpf2017,Ladies,SP,Kaetlyn OSMOND,2.333
gpf2017,Ladies,SP,Kaetlyn OSMOND,2.444
gpf2017,Ladies,SP,Kaetlyn OSMOND,2.222
gpf2017,Ladies,SP,Alina ZAGITOVA,2.333
gpf2017,Ladies,SP,Alina ZAGITOVA,2.111
gpf2017,Ladies,SP,Alina ZAGITOVA,1.778
gpf2017,Ladies,SP,Alina ZAGITOVA,-0.667
gpf2017,Ladies,SP,Alina ZAGITOVA,1.778
gpf2017,Ladies,SP,Alina ZAGITOVA,1.889
gpf2017,Ladies,SP,Alina ZAGITOVA,2.222
gpf2017,Ladies,SP,Satoko MIYAHARA,1
gpf2017,Ladies,SP,Satoko MIYAHARA,1.556
gpf2017,Ladies,SP,Satoko MIYAHARA,2
gpf2017,Ladies,SP,Satoko MIYAHARA,1
gpf2017,Ladies,SP,Satoko MIYAHARA,2.222
gpf2017,Ladies,SP,Satoko MIYAHARA,1.111
gpf2017,Ladies,SP,Satoko MIYAHARA,2.667
gpf2017,Ladies,SP,Maria SOTSKOVA,2
gpf2017,Ladies,SP,Maria SOTSKOVA,1.667
gpf2017,Ladies,SP,Maria SOTSKOVA,1.667
gpf2017,Ladies,SP,Maria SOTSKOVA,1.556
gpf2017,Ladies,SP,Maria SOTSKOVA,1.222
gpf2017,Ladies,SP,Maria SOTSKOVA,1.778
gpf2017,Ladies,SP,Maria SOTSKOVA,1.667
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.889
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.111
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.667
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.444
gpf2017,Ladies,SP,Wakaba HIGUCHI,-0.444
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.889
gpf2017,Ladies,SP,Wakaba HIGUCHI,1.667
gpf2017,Ladies,SP,Carolina KOSTNER,0.556
gpf2017,Ladies,SP,Carolina KOSTNER,2
gpf2017,Ladies,SP,Carolina KOSTNER,1.667
gpf2017,Ladies,SP,Carolina KOSTNER,2.111
gpf2017,Ladies,SP,Carolina KOSTNER,1.778
gpf2017,Ladies,SP,Carolina KOSTNER,2.778
gpf2017,Ladies,SP,Carolina KOSTNER,2.222
gpf2017,Men,FS,Shoma UNO,-3
gpf2017,Men,FS,Shoma UNO,1.444
gpf2017,Men,FS,Shoma UNO,2.778
gpf2017,Men,FS,Shoma UNO,1.778
gpf2017,Men,FS,Shoma UNO,1.333
gpf2017,Men,FS,Shoma UNO,2.222
gpf2017,Men,FS,Shoma UNO,0.556
gpf2017,Men,FS,Shoma UNO,-2.556
gpf2017,Men,FS,Shoma UNO,-3
gpf2017,Men,FS,Shoma UNO,1.778
gpf2017,Men,FS,Shoma UNO,1.556
gpf2017,Men,FS,Shoma UNO,2.222
gpf2017,Men,FS,Shoma UNO,1.889
gpf2017,Men,FS,Nathan CHEN,2.111
gpf2017,Men,FS,Nathan CHEN,-0.778
gpf2017,Men,FS,Nathan CHEN,0.111
gpf2017,Men,FS,Nathan CHEN,0.889
gpf2017,Men,FS,Nathan CHEN,1.778
gpf2017,Men,FS,Nathan CHEN,-2.333
gpf2017,Men,FS,Nathan CHEN,1.333
gpf2017,Men,FS,Nathan CHEN,-3
gpf2017,Men,FS,Nathan CHEN,0.556
gpf2017,Men,FS,Nathan CHEN,1.333
gpf2017,Men,FS,Nathan CHEN,1.889
gpf2017,Men,FS,Nathan CHEN,1.444
gpf2017,Men,FS,Nathan CHEN,1.222
gpf2017,Men,FS,Mikhail KOLYADA,-3
gpf2017,Men,FS,Mikhail KOLYADA,-2.778
gpf2017,Men,FS,Mikhail KOLYADA,-1.444
gpf2017,Men,FS,Mikhail KOLYADA,1.889
gpf2017,Men,FS,Mikhail KOLYADA,2.111
gpf2017,Men,FS,Mikhail KOLYADA,2
gpf2017,Men,FS,Mikhail KOLYADA,1.111
gpf2017,Men,FS,Mikhail KOLYADA,2
gpf2017,Men,FS,Mikhail KOLYADA,0
gpf2017,Men,FS,Mikhail KOLYADA,2
gpf2017,Men,FS,Mikhail KOLYADA,1.889
gpf2017,Men,FS,Mikhail KOLYADA,1.889
gpf2017,Men,FS,Mikhail KOLYADA,2
gpf2017,Men,FS,Sergei VORONOV,1.889
gpf2017,Men,FS,Sergei VORONOV,2.222
gpf2017,Men,FS,Sergei VORONOV,-2
gpf2017,Men,FS,Sergei VORONOV,1.222
gpf2017,Men,FS,Sergei VORONOV,1.333
gpf2017,Men,FS,Sergei VORONOV,1.111
gpf2017,Men,FS,Sergei VORONOV,1.333
gpf2017,Men,FS,Sergei VORONOV,1
gpf2017,Men,FS,Sergei VORONOV,1.333
gpf2017,Men,FS,Sergei VORONOV,1.111
gpf2017,Men,FS,Sergei VORONOV,1.889
gpf2017,Men,FS,Sergei VORONOV,1.889
gpf2017,Men,FS,Sergei VORONOV,1.444
gpf2017,Men,FS,Adam RIPPON,-3
gpf2017,Men,FS,Adam RIPPON,1
gpf2017,Men,FS,Adam RIPPON,1
gpf2017,Men,FS,Adam RIPPON,1.333
gpf2017,Men,FS,Adam RIPPON,1.778
gpf2017,Men,FS,Adam RIPPON,0.667
gpf2017,Men,FS,Adam RIPPON,1.111
gpf2017,Men,FS,Adam RIPPON,-1.889
gpf2017,Men,FS,Adam RIPPON,0.556
gpf2017,Men,FS,Adam RIPPON,1.222
gpf2017,Men,FS,Adam RIPPON,1.556
gpf2017,Men,FS,Adam RIPPON,2.111
