game,place,sex,type,name,judgeNo,elementNo,judge,judgeName,judgeCountry,country,dif,isCompatriot,isMax,isMin,isSingleMax,isSingleMin
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,1,-3,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-1.125,0,0,1,0,1
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,1,-2,Ms. Karen HOWARD,CAN,CAN,0.000,1,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,1,-2,Mr. Roger GLENN,USA,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,1,-2,Mr. Massimo ORLANDINI,ITA,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,1,-2,Ms. Francoise DE RAPPARD,BEL,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,1,-1,Ms. Alison RYAN,AUS,CAN,1.125,0,1,0,1,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,1,-2,Ms. Ayumi KOZUKA,JPN,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,1,-2,Mr. Igor OBRAZTSOV,RUS,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,1,-2,Ms. Tae Ri LEE,KOR,CAN,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,2,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,2,3,Ms. Karen HOWARD,CAN,CAN,0.625,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,2,3,Mr. Roger GLENN,USA,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,2,2,Mr. Massimo ORLANDINI,ITA,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,2,2,Ms. Francoise DE RAPPARD,BEL,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,2,3,Ms. Alison RYAN,AUS,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,2,2,Ms. Ayumi KOZUKA,JPN,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,2,2,Mr. Igor OBRAZTSOV,RUS,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,2,3,Ms. Tae Ri LEE,KOR,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,3,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,3,3,Ms. Karen HOWARD,CAN,CAN,0.625,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,3,3,Mr. Roger GLENN,USA,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,3,3,Mr. Massimo ORLANDINI,ITA,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,3,2,Ms. Francoise DE RAPPARD,BEL,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,3,3,Ms. Alison RYAN,AUS,CAN,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,3,2,Ms. Ayumi KOZUKA,JPN,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,3,2,Mr. Igor OBRAZTSOV,RUS,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,3,2,Ms. Tae Ri LEE,KOR,CAN,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,4,1,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,4,2,Ms. Karen HOWARD,CAN,CAN,0.500,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,4,1,Mr. Roger GLENN,USA,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,4,2,Mr. Massimo ORLANDINI,ITA,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,4,2,Ms. Francoise DE RAPPARD,BEL,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,4,2,Ms. Alison RYAN,AUS,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,4,1,Ms. Ayumi KOZUKA,JPN,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,4,1,Mr. Igor OBRAZTSOV,RUS,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,4,2,Ms. Tae Ri LEE,KOR,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,5,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,5,2,Ms. Karen HOWARD,CAN,CAN,0.375,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,5,1,Mr. Roger GLENN,USA,CAN,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,5,2,Mr. Massimo ORLANDINI,ITA,CAN,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,5,1,Ms. Francoise DE RAPPARD,BEL,CAN,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,5,2,Ms. Alison RYAN,AUS,CAN,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,5,2,Ms. Ayumi KOZUKA,JPN,CAN,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,5,1,Mr. Igor OBRAZTSOV,RUS,CAN,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,5,2,Ms. Tae Ri LEE,KOR,CAN,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,6,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,6,3,Ms. Karen HOWARD,CAN,CAN,0.750,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,6,3,Mr. Roger GLENN,USA,CAN,0.750,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,6,2,Mr. Massimo ORLANDINI,ITA,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,6,2,Ms. Francoise DE RAPPARD,BEL,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,6,3,Ms. Alison RYAN,AUS,CAN,0.750,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,6,2,Ms. Ayumi KOZUKA,JPN,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,6,2,Mr. Igor OBRAZTSOV,RUS,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,6,2,Ms. Tae Ri LEE,KOR,CAN,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,7,1,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,7,1,Ms. Karen HOWARD,CAN,CAN,0.250,1,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,7,0,Mr. Roger GLENN,USA,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,7,0,Mr. Massimo ORLANDINI,ITA,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,7,1,Ms. Francoise DE RAPPARD,BEL,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,7,2,Ms. Alison RYAN,AUS,CAN,1.375,0,1,0,1,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,7,1,Ms. Ayumi KOZUKA,JPN,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,7,0,Mr. Igor OBRAZTSOV,RUS,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,7,1,Ms. Tae Ri LEE,KOR,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,8,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,8,2,Ms. Karen HOWARD,CAN,CAN,0.250,1,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,8,2,Mr. Roger GLENN,USA,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,8,1,Mr. Massimo ORLANDINI,ITA,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,8,2,Ms. Francoise DE RAPPARD,BEL,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,8,3,Ms. Alison RYAN,AUS,CAN,1.375,0,1,0,1,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,8,2,Ms. Ayumi KOZUKA,JPN,CAN,0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,8,1,Mr. Igor OBRAZTSOV,RUS,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,8,1,Ms. Tae Ri LEE,KOR,CAN,-0.875,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,9,1,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-1.250,0,0,1,0,1
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,9,3,Ms. Karen HOWARD,CAN,CAN,1.000,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,9,2,Mr. Roger GLENN,USA,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,9,2,Mr. Massimo ORLANDINI,ITA,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,9,2,Ms. Francoise DE RAPPARD,BEL,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,9,3,Ms. Alison RYAN,AUS,CAN,1.000,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,9,2,Ms. Ayumi KOZUKA,JPN,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,9,2,Mr. Igor OBRAZTSOV,RUS,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,9,2,Ms. Tae Ri LEE,KOR,CAN,-0.125,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,10,2,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,10,3,Ms. Karen HOWARD,CAN,CAN,0.500,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,10,3,Mr. Roger GLENN,USA,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,10,3,Mr. Massimo ORLANDINI,ITA,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,10,2,Ms. Francoise DE RAPPARD,BEL,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,10,3,Ms. Alison RYAN,AUS,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,10,3,Ms. Ayumi KOZUKA,JPN,CAN,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,10,2,Mr. Igor OBRAZTSOV,RUS,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,10,2,Ms. Tae Ri LEE,KOR,CAN,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,11,-3,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,11,-3,Ms. Karen HOWARD,CAN,CAN,-0.125,1,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,11,-3,Mr. Roger GLENN,USA,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,11,-3,Mr. Massimo ORLANDINI,ITA,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,11,-3,Ms. Francoise DE RAPPARD,BEL,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,11,-2,Ms. Alison RYAN,AUS,CAN,1.000,0,1,0,1,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,11,-3,Ms. Ayumi KOZUKA,JPN,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,11,-3,Mr. Igor OBRAZTSOV,RUS,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,11,-3,Ms. Tae Ri LEE,KOR,CAN,-0.125,0,0,1,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J1,12,1,Ms. Tanay OZKAN SILAOGLU,TUR,CAN,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J2,12,2,Ms. Karen HOWARD,CAN,CAN,0.875,1,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J3,12,1,Mr. Roger GLENN,USA,CAN,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J4,12,1,Mr. Massimo ORLANDINI,ITA,CAN,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J5,12,1,Ms. Francoise DE RAPPARD,BEL,CAN,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J6,12,2,Ms. Alison RYAN,AUS,CAN,0.875,0,1,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J7,12,0,Ms. Ayumi KOZUKA,JPN,CAN,-1.375,0,0,1,0,1
can2017,can,Ladies,FS,Kaetlyn OSMOND,J8,12,1,Mr. Igor OBRAZTSOV,RUS,CAN,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Kaetlyn OSMOND,J9,12,2,Ms. Tae Ri LEE,KOR,CAN,0.875,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,1,0,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,1,0,Ms. Karen HOWARD,CAN,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,1,0,Mr. Roger GLENN,USA,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,1,-1,Mr. Massimo ORLANDINI,ITA,RUS,-1.125,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,1,-1,Ms. Francoise DE RAPPARD,BEL,RUS,-1.125,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,1,0,Ms. Alison RYAN,AUS,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,1,2,Ms. Ayumi KOZUKA,JPN,RUS,2.250,0,1,0,1,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,1,0,Mr. Igor OBRAZTSOV,RUS,RUS,0.000,1,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,1,0,Ms. Tae Ri LEE,KOR,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,2,1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,2,2,Ms. Karen HOWARD,CAN,RUS,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,2,2,Mr. Roger GLENN,USA,RUS,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,2,2,Mr. Massimo ORLANDINI,ITA,RUS,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,2,1,Ms. Francoise DE RAPPARD,BEL,RUS,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,2,2,Ms. Alison RYAN,AUS,RUS,0.625,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,2,1,Ms. Ayumi KOZUKA,JPN,RUS,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,2,1,Mr. Igor OBRAZTSOV,RUS,RUS,-0.500,1,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,2,1,Ms. Tae Ri LEE,KOR,RUS,-0.500,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,3,1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,3,2,Ms. Karen HOWARD,CAN,RUS,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,3,2,Mr. Roger GLENN,USA,RUS,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,3,2,Mr. Massimo ORLANDINI,ITA,RUS,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,3,1,Ms. Francoise DE RAPPARD,BEL,RUS,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,3,1,Ms. Alison RYAN,AUS,RUS,-0.625,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,3,2,Ms. Ayumi KOZUKA,JPN,RUS,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,3,1,Mr. Igor OBRAZTSOV,RUS,RUS,-0.625,1,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,3,2,Ms. Tae Ri LEE,KOR,RUS,0.500,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,4,1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,4,2,Ms. Karen HOWARD,CAN,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,4,3,Mr. Roger GLENN,USA,RUS,1.500,0,1,0,1,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,4,2,Mr. Massimo ORLANDINI,ITA,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,4,1,Ms. Francoise DE RAPPARD,BEL,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,4,2,Ms. Alison RYAN,AUS,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,4,2,Ms. Ayumi KOZUKA,JPN,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,4,1,Mr. Igor OBRAZTSOV,RUS,RUS,-0.750,1,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,4,1,Ms. Tae Ri LEE,KOR,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,5,1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,5,2,Ms. Karen HOWARD,CAN,RUS,0.750,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,5,2,Mr. Roger GLENN,USA,RUS,0.750,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,5,1,Mr. Massimo ORLANDINI,ITA,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,5,1,Ms. Francoise DE RAPPARD,BEL,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,5,1,Ms. Alison RYAN,AUS,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,5,1,Ms. Ayumi KOZUKA,JPN,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,5,2,Mr. Igor OBRAZTSOV,RUS,RUS,0.750,1,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,5,1,Ms. Tae Ri LEE,KOR,RUS,-0.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,6,-1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,0.125,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,6,-1,Ms. Karen HOWARD,CAN,RUS,0.125,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,6,-1,Mr. Roger GLENN,USA,RUS,0.125,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,6,-2,Mr. Massimo ORLANDINI,ITA,RUS,-1.000,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,6,-2,Ms. Francoise DE RAPPARD,BEL,RUS,-1.000,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,6,0,Ms. Alison RYAN,AUS,RUS,1.250,0,1,0,1,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,6,-1,Ms. Ayumi KOZUKA,JPN,RUS,0.125,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,6,-1,Mr. Igor OBRAZTSOV,RUS,RUS,0.125,1,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,6,-1,Ms. Tae Ri LEE,KOR,RUS,0.125,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,7,0,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,7,1,Ms. Karen HOWARD,CAN,RUS,0.875,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,7,1,Mr. Roger GLENN,USA,RUS,0.875,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,7,0,Mr. Massimo ORLANDINI,ITA,RUS,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,7,0,Ms. Francoise DE RAPPARD,BEL,RUS,-0.250,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,7,-1,Ms. Alison RYAN,AUS,RUS,-1.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,7,-1,Ms. Ayumi KOZUKA,JPN,RUS,-1.375,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,7,1,Mr. Igor OBRAZTSOV,RUS,RUS,0.875,1,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,7,1,Ms. Tae Ri LEE,KOR,RUS,0.875,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,8,0,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,8,1,Ms. Karen HOWARD,CAN,RUS,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,8,1,Mr. Roger GLENN,USA,RUS,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,8,1,Mr. Massimo ORLANDINI,ITA,RUS,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,8,0,Ms. Francoise DE RAPPARD,BEL,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,8,1,Ms. Alison RYAN,AUS,RUS,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,8,1,Ms. Ayumi KOZUKA,JPN,RUS,0.375,0,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,8,1,Mr. Igor OBRAZTSOV,RUS,RUS,0.375,1,1,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,8,0,Ms. Tae Ri LEE,KOR,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,9,1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,9,2,Ms. Karen HOWARD,CAN,RUS,1.500,0,1,0,1,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,9,1,Mr. Roger GLENN,USA,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,9,1,Mr. Massimo ORLANDINI,ITA,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,9,0,Ms. Francoise DE RAPPARD,BEL,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,9,1,Ms. Alison RYAN,AUS,RUS,0.375,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J7,9,0,Ms. Ayumi KOZUKA,JPN,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J8,9,0,Mr. Igor OBRAZTSOV,RUS,RUS,-0.750,1,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J9,9,0,Ms. Tae Ri LEE,KOR,RUS,-0.750,0,0,1,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J1,10,-1,Ms. Tanay OZKAN SILAOGLU,TUR,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J2,10,-1,Ms. Karen HOWARD,CAN,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J3,10,-1,Mr. Roger GLENN,USA,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J4,10,-2,Mr. Massimo ORLANDINI,ITA,RUS,-1.125,0,0,1,0,1
can2017,can,Ladies,FS,Maria SOTSKOVA,J5,10,-1,Ms. Francoise DE RAPPARD,BEL,RUS,0.000,0,0,0,0,0
can2017,can,Ladies,FS,Maria SOTSKOVA,J6,10,-1,Ms. Alison RYAN,AUS,RUS,0.000,0,0,0,0,0
